OBJECTID,FMR_0BDR,FMR_1BDR,FMR_2BDR,FMR_3BDR,FMR_4BDR,FMR_CODE,FMR_AREANAME,SHAPE_Length,SHAPE_Area
11629,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.358910276271962,0.0071939420045897
11630,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.622029013335332,0.01318272084097
11631,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.424525820365578,0.00509610043215512
11632,913,1026,1234,1525,1868,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",0.429312799701324,0.00780801831085055
11633,952,1110,1433,1836,2052,METRO39300MM1120,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",0.34973841518668,0.00634693944594549
11634,1374,1416,1863,2320,2834,METRO39300MM1200,"Easton-Raynham, MA HUD Metro FMR Area",0.372471233015378,0.00823251420073649
11635,952,1110,1433,1836,2052,METRO39300MM1120,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",0.335267258240494,0.00574897322869756
11636,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.353576045404777,0.00773803747163319
11637,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.184497591212279,0.00155409926252589
11638,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.397429232930456,0.00799930570239105
11639,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.303663681634376,0.00425473285553458
11640,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.4331386298495,0.010264916310238
11641,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.413059677627766,0.00824103545290806
11642,809,903,1114,1377,1511,METRO39300MM5400,"New Bedford, MA HUD Metro FMR Area",0.517768960159433,0.00568077389828599
11643,952,1110,1433,1836,2052,METRO39300MM1120,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",0.39776802647659,0.00824550433684638
11644,913,1026,1234,1525,1868,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",0.490933303396369,0.0133301612533301
11645,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.381740560236823,0.00684094526093197
11646,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.282104692252954,0.00363789487233924
11647,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.284272709018949,0.00269835677192425
11648,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.439099149315292,0.00932696332418206
11649,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.254766876713102,0.00326250305407601
11650,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.259406352860755,0.00329873686774735
11651,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.284852812255883,0.00232422278043315
11652,913,1026,1234,1525,1868,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",0.307121061131658,0.00264406064319953
11653,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.34828119251924,0.003359448160202
11654,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.199715336958554,0.00143650196725766
11655,848,1013,1277,1623,1759,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",0.459221042791781,0.00839659733261606
11656,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.339082959462989,0.00468140930176333
11657,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1.86133042865977,0.0140185351330568
11658,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.238488969681787,0.000632624300432563
11659,1145,1309,1723,2181,2505,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",0.424972700537858,0.00797876337990749
11660,848,1013,1277,1623,1759,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",0.39537879823211,0.00613371265108212
11661,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.294368233846251,0.00382858786668311
11662,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.526505199407698,0.0107447670328899
11663,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.329911873515678,0.00520665709270152
11664,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.0577876381956045,7.20003026650414e-05
11665,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.119131903327837,0.00046037790704198
11666,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.373796283306663,0.00128519460069716
11667,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.402263190947065,0.00757436722847329
11668,1145,1309,1723,2181,2505,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",0.255410050818283,0.00287303091658325
11669,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.751207436751291,0.00685009089148962
11670,1145,1309,1723,2181,2505,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",0.296418311249375,0.00493966350833556
11671,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.529121217887428,0.0135112627710406
11672,848,1013,1277,1623,1759,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",0.435556263749259,0.00763910575608056
11673,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.534255674824579,0.0149290734472678
11674,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.492046187683101,0.0133291370285053
11675,809,903,1114,1377,1511,METRO39300MM5400,"New Bedford, MA HUD Metro FMR Area",0.857084292355004,0.017634418056613
11676,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.288748330757289,0.00366568643676379
11677,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.134388437422218,0.00112211112354007
11678,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.550224366555052,0.00856115243027719
11679,1145,1309,1723,2181,2505,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",0.312391624844702,0.00489279689277902
11680,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.397205069871003,0.00786705777769846
11681,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.373604067571427,0.00625416466279248
11682,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.396523895586756,0.00513689607481211
11683,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.321154482889125,0.00575591412407911
11684,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.476598102992668,0.010235708892037
11685,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.308085889981616,0.00532836177084883
11686,848,1013,1277,1623,1759,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",0.336121954924567,0.00652550529122916
11687,809,903,1114,1377,1511,METRO39300MM5400,"New Bedford, MA HUD Metro FMR Area",0.603599472135845,0.0102058884979174
11688,1374,1416,1863,2320,2834,METRO39300MM1200,"Easton-Raynham, MA HUD Metro FMR Area",0.407570709217382,0.00584095198284907
11689,913,1026,1234,1525,1868,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",0.580019371758279,0.00660139976628917
11690,798,909,1160,1488,1672,METRO44140M25011,"Franklin County, MA HUD Metro FMR Area",0.3752378020035,0.00408720385732456
11691,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.293472805210052,0.00302907796857704
11692,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.807338376716044,0.0169835412164908
11693,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.452136261107016,0.00501930841211568
11694,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.360074382396212,0.00462788404977954
11695,953,1124,1395,1809,2075,METRO12580M12580,"Baltimore-Columbia-Towson, MD MSA",1.7350932434474,0.0246020276999982
11696,953,1124,1395,1809,2075,METRO12580M12580,"Baltimore-Columbia-Towson, MD MSA",0.884403945745327,0.0228269806666213
11697,953,1124,1395,1809,2075,METRO12580M12580,"Baltimore-Columbia-Towson, MD MSA",0.966687723018644,0.0251238245609299
11698,953,1124,1395,1809,2075,METRO12580M12580,"Baltimore-Columbia-Towson, MD MSA",1.59878276456976,0.0179223652573282
11699,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.786506871111441,0.0130067571293439
11700,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.724272188138493,0.0183176403609826
11701,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.37362781060023,0.00749560970872677
11702,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.504898015411948,0.0123511080569435
11703,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.869177370372213,0.00790756827726865
11704,1237,1359,1773,2192,2404,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",0.30515444234908,0.00413023939213318
11705,848,1013,1277,1623,1759,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",0.457909903045557,0.00781394297590761
11706,792,797,1049,1417,1423,METRO49340N25027,"Western Worcester County, MA HUD Metro FMR Area",0.51897276968936,0.0120896801077398
11707,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.33793764231203,0.00615031338588663
11708,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.465786781888665,0.0126225342677085
11709,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.466747973198349,0.00891493318836266
11710,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.438321964046892,0.00751602018363519
11711,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.286966054006831,0.00297766714235085
11712,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.241032645191565,0.00162574611912665
11713,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.288002078158103,0.00234811345941163
11714,1040,1219,1565,1935,2122,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",0.260877805704854,0.00267612822310371
11715,1248,1428,1879,2323,2548,METRO12700M12700,"Barnstable Town, MA MSA",0.887488104312299,0.00543323105600326
11716,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.344466023328547,0.00323596109930422
11717,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.340753208577709,0.00363867902691551
11718,1040,1219,1565,1935,2122,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",0.277089059057344,0.00419605291729614
11719,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.653624564276358,0.0041937599469422
11720,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.375187521800697,0.00587670787140733
11721,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.288955482510481,0.00364202174166614
11722,848,1013,1277,1623,1759,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",0.380154639773247,0.00620123383138911
11723,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.356600674006783,0.00793381773283449
11724,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.273620141583091,0.00411148745081129
11725,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.310474377133735,0.00392438443118646
11726,928,1062,1397,1789,2210,METRO49340MM1120,"Eastern Worcester County, MA HUD Metro FMR Area",0.155316893895331,0.00138475645058633
11727,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.471344486242278,0.0126419075806228
11728,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.285377033357596,0.00369367170820554
11729,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.145268938081196,0.000735554480145544
11730,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.383112888323502,0.00416978318662738
11731,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.464069892424179,0.00758761573515476
11732,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.319800601924911,0.00476353302723676
11733,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.654517328755626,0.0156259369952521
11734,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.367272181547072,0.00384434381415934
11735,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.523775740166081,0.0069658490091143
11736,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.614944567520765,0.0113010677053298
11737,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.383946058428221,0.00727121679542659
11738,1248,1428,1879,2323,2548,METRO12700M12700,"Barnstable Town, MA MSA",1.49668065553766,0.0176594791188552
11739,1248,1428,1879,2323,2548,METRO12700M12700,"Barnstable Town, MA MSA",0.443160130525099,0.00713213267418413
11740,1248,1428,1879,2323,2548,METRO12700M12700,"Barnstable Town, MA MSA",1.09318448735409,0.013033451332011
11741,1248,1428,1879,2323,2548,METRO12700M12700,"Barnstable Town, MA MSA",0.747903416549633,0.00426936861433375
11742,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.495500891290568,0.0109853735084894
11743,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.496850229011577,0.00959721154383637
11744,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.525293323621006,0.00699688705412183
11745,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.34379630808597,0.00533501606204646
11746,928,1062,1397,1789,2210,METRO49340MM1120,"Eastern Worcester County, MA HUD Metro FMR Area",0.214155070510809,0.00150918152918509
11747,928,1062,1397,1789,2210,METRO49340MM1120,"Eastern Worcester County, MA HUD Metro FMR Area",0.417400956573427,0.00793581078384439
11748,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.175101165522421,0.00141153201068144
11749,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.469523088648493,0.0062458196040336
11750,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.252085555777535,0.00199668564194122
11751,1040,1219,1565,1935,2122,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",0.506286801257925,0.00914161491271351
11752,1040,1219,1565,1935,2122,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",0.483458196037644,0.0069435079123372
11753,1040,1219,1565,1935,2122,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",0.227162264287987,0.0021137834049778
11754,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.305406025030566,0.00326404791882823
11755,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.291512413074771,0.00296381812178372
11756,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.516250266529404,0.0129248049916968
11757,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.562193597670055,0.0101462677257094
11758,848,1013,1277,1623,1759,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",0.386059442693059,0.00614777286260908
11759,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.499976614627576,0.00792017381562631
11760,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.363658302716291,0.00474894819029642
11761,953,1124,1395,1809,2075,METRO12580M12580,"Baltimore-Columbia-Towson, MD MSA",0.548672234359859,0.0119748461665235
11762,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.636568631649732,0.0189116870962252
11763,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.548280026092295,0.0108014508308458
11764,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.429465342539158,0.00866528729199301
11765,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.532235023747598,0.00870495034806291
11766,646,757,972,1381,1637,METRO25180MM3180,"Hagerstown, MD HUD Metro FMR Area",0.44654484025869,0.00685023653061903
11767,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.135022273254993,0.000849361648347159
11768,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.218129137007941,0.00173687996783141
11769,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.247998435591761,0.00329604540097098
11770,557,637,757,1075,1296,NCNTY24023N24023,"Garrett County, MD",0.698392119887363,0.0163164785805202
11771,953,1124,1395,1809,2075,METRO12580M12580,"Baltimore-Columbia-Towson, MD MSA",1.88799179174225,0.00860625028748885
11772,759,764,932,1324,1595,METRO41540N24047,"Worcester County, MD HUD Metro FMR Area",1.28950664848076,0.00786227246813528
11773,953,1124,1395,1809,2075,METRO12580M12580,"Baltimore-Columbia-Towson, MD MSA",0.739762865642363,0.0116140808708055
11774,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.384643494277328,0.00223800352632337
11775,1040,1219,1565,1935,2122,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",0.46367377435797,0.00654597844514978
11776,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.188995526908484,0.00036158059633428
11777,1824,1942,2213,2736,3186,NCNTY25007N25007,"Dukes County, MA",0.36225239588798,0.0073365486888008
11778,1824,1942,2213,2736,3186,NCNTY25007N25007,"Dukes County, MA",0.35245828684308,0.00207182040382543
11779,792,797,1049,1417,1423,METRO49340N25027,"Western Worcester County, MA HUD Metro FMR Area",0.365122473199064,0.00780243019832328
11780,646,757,972,1381,1637,METRO25180MM3180,"Hagerstown, MD HUD Metro FMR Area",0.352437594006239,0.00373489512949882
